 zone T = "Var            1 : IMEX",
 0.00000E+00  0.37618E+01
-0.10000E+00  0.37508E+01
-0.20000E+00  0.37769E+01
-0.30000E+00  0.37766E+01
-0.40000E+00  0.37615E+01
-0.50000E+00  0.37369E+01
-0.60000E+00  0.36983E+01
-0.70000E+00  0.35889E+01
-0.80000E+00  0.36344E+01
-0.90000E+00  0.36115E+01
-0.10000E+01  0.35700E+01
-0.11000E+01  0.35217E+01
-0.12000E+01  0.34656E+01
-0.13000E+01  0.33942E+01
-0.14000E+01  0.33180E+01
-0.15000E+01  0.32111E+01
-0.16000E+01  0.31017E+01
-0.17000E+01  0.30065E+01
-0.18000E+01  0.29840E+01
-0.19000E+01  0.29384E+01
-0.20000E+01  0.29275E+01
-0.21000E+01  0.28826E+01
-0.22000E+01  0.28187E+01
-0.23000E+01  0.27144E+01
-0.24000E+01  0.26707E+01
-0.25000E+01  0.26239E+01
-0.26000E+01  0.26137E+01
-0.27000E+01  0.25762E+01
-0.28000E+01  0.25217E+01
-0.29000E+01  0.24637E+01
-0.30000E+01  0.23917E+01
-0.31000E+01  0.23568E+01
-0.32000E+01  0.23136E+01
-0.33000E+01  0.22955E+01
-0.34000E+01  0.22656E+01
-0.35000E+01  0.22289E+01
-0.36000E+01  0.21803E+01
-0.37000E+01  0.21479E+01
-0.38000E+01  0.21033E+01
-0.39000E+01  0.20704E+01
-0.40000E+01  0.20539E+01
-0.41000E+01  0.20207E+01
-0.42000E+01  0.20090E+01
-0.43000E+01  0.19917E+01
-0.44000E+01  0.19808E+01
-0.45000E+01  0.19713E+01
-0.46000E+01  0.19641E+01
-0.47000E+01  0.19566E+01
-0.48000E+01  0.19655E+01
-0.49000E+01  0.19854E+01
-0.50000E+01  0.20086E+01
-0.51000E+01  0.20410E+01
-0.52000E+01  0.20736E+01
-0.53000E+01  0.21024E+01
-0.54000E+01  0.21347E+01
-0.55000E+01  0.21691E+01
-0.56000E+01  0.36066E+01
-0.57000E+01  0.22384E+01
-0.58000E+01  0.22739E+01
-0.59000E+01  0.36023E+01
-0.60000E+01  0.33411E+01
-0.61000E+01  0.33992E+01
-0.62000E+01  0.35270E+01
-0.63000E+01  0.32825E+01
-0.64000E+01  0.32499E+01
-0.65000E+01  0.32342E+01
-0.66000E+01  0.32291E+01
-0.67000E+01  0.32351E+01
-0.68000E+01  0.33348E+01
-0.69000E+01  0.32249E+01
-0.70000E+01  0.32058E+01
-0.71000E+01  0.31947E+01
-0.72000E+01  0.31870E+01
-0.73000E+01  0.31814E+01
-0.74000E+01  0.31775E+01
-0.75000E+01  0.31742E+01
-0.76000E+01  0.31718E+01
-0.77000E+01  0.31697E+01
-0.78000E+01  0.31687E+01
-0.79000E+01  0.31678E+01
-0.80000E+01  0.31664E+01
 zone T = "Var            1 : Predicted",
 0.00000E+00  0.10713E+01
-0.10000E+00  0.10668E+01
-0.20000E+00  0.10620E+01
-0.30000E+00  0.10585E+01
-0.40000E+00  0.10526E+01
-0.50000E+00  0.10474E+01
-0.60000E+00  0.10402E+01
-0.70000E+00  0.10324E+01
-0.80000E+00  0.10245E+01
-0.90000E+00  0.10157E+01
-0.10000E+01  0.10071E+01
-0.11000E+01  0.99936E+00
-0.12000E+01  0.99347E+00
-0.13000E+01  0.98979E+00
-0.14000E+01  0.99014E+00
-0.15000E+01  0.99442E+00
-0.16000E+01  0.10027E+01
-0.17000E+01  0.10159E+01
-0.18000E+01  0.10322E+01
-0.19000E+01  0.10515E+01
-0.20000E+01  0.10735E+01
-0.21000E+01  0.10976E+01
-0.22000E+01  0.11234E+01
-0.23000E+01  0.11506E+01
-0.24000E+01  0.11789E+01
-0.25000E+01  0.12080E+01
-0.26000E+01  0.12379E+01
-0.27000E+01  0.12683E+01
-0.28000E+01  0.12993E+01
-0.29000E+01  0.13308E+01
-0.30000E+01  0.13765E+01
-0.31000E+01  0.13952E+01
-0.32000E+01  0.14438E+01
-0.33000E+01  0.14782E+01
-0.34000E+01  0.15132E+01
-0.35000E+01  0.15489E+01
-0.36000E+01  0.16066E+01
-0.37000E+01  0.16455E+01
-0.38000E+01  0.16860E+01
-0.39000E+01  0.17285E+01
-0.40000E+01  0.17987E+01
-0.41000E+01  0.18701E+01
-0.42000E+01  0.19442E+01
-0.43000E+01  0.20201E+01
-0.44000E+01  0.20975E+01
-0.45000E+01  0.21765E+01
-0.46000E+01  0.22567E+01
-0.47000E+01  0.23374E+01
-0.48000E+01  0.24117E+01
-0.49000E+01  0.24834E+01
-0.50000E+01  0.25510E+01
-0.51000E+01  0.26124E+01
