 zone T = "ep =    1.00000000000000      ",
   5.30102999566398       -8.20330892595312     
 zone T = "ep =   0.794328234724281      ",
   5.30102999566398       -7.26760702035081     
 zone T = "ep =   0.630957344480193      ",
   5.30102999566398       -6.57695977709621     
 zone T = "ep =   0.501187233627272      ",
   5.30102999566398       -6.05800044008000     
 zone T = "ep =   0.398107170553497      ",
   5.30102999566398       -5.60875302514207     
 zone T = "ep =   0.316227766016838      ",
   5.30102999566398       -5.21107661341642     
 zone T = "ep =   0.251188643150958      ",
   5.30102999566398       -4.89225714807563     
 zone T = "ep =   0.199526231496888      ",
   5.30102999566398       -4.76603038285079     
 zone T = "ep =   0.158489319246111      ",
   5.30102999566398       -5.15945301967828     
 zone T = "ep =   0.125892541179417      ",
   5.30102999566398       -3.96812113769407     
 zone T = "ep =   0.100000000000000      ",
   5.30102999566398       -3.53025168708008     
 zone T = "ep =   7.943282347242814E-002 ",
   5.30102999566398       -3.33639709769180     
 zone T = "ep =   6.309573444801933E-002 ",
   5.30102999566398       -3.33811324172744     
 zone T = "ep =   5.011872336272723E-002 ",
   5.30102999566398       -3.48917619051571     
 zone T = "ep =   3.981071705534973E-002 ",
   5.30102999566398       -3.77935761105070     
 zone T = "ep =   3.162277660168379E-002 ",
   5.30102999566398       -3.17854464870911     
 zone T = "ep =   2.511886431509579E-002 ",
   5.30102999566398       -2.33716953820924     
 zone T = "ep =   1.995262314968880E-002 ",
   5.30102999566398       -1.80465441089519     
 zone T = "ep =   1.584893192461113E-002 ",
   5.30102999566398       -1.43009101211874     
 zone T = "ep =   1.258925411794167E-002 ",
   5.30102999566398       -1.16991896591640     
 zone T = "ep =   1.000000000000000E-002 ",
   5.30102999566398       -1.00654817904845     
 zone T = "ep =   7.943282347242814E-003 ",
   5.30102999566398      -0.934130749051257     
 zone T = "ep =   6.309573444801929E-003 ",
   5.30102999566398      -0.956057717482593     
 zone T = "ep =   5.011872336272725E-003 ",
   5.30102999566398       -1.09914244403398     
 zone T = "ep =   3.981071705534973E-003 ",
   5.30102999566398       -1.57083565582419     
 zone T = "ep =   3.162277660168379E-003 ",
   5.30102999566398      -0.750235701883746     
 zone T = "ep =   2.511886431509579E-003 ",
   5.30102999566398      -0.118145412405304     
 zone T = "ep =   1.995262314968879E-003 ",
   5.30102999566398      -0.848336249848730     
 zone T = "ep =   1.584893192461114E-003 ",
   5.30102999566398      -0.419242604248483     
 zone T = "ep =   1.258925411794167E-003 ",
   5.30102999566398      -0.184125619069850     
 zone T = "ep =   1.000000000000000E-003 ",
   5.30102999566398      -0.222026142147683     
 zone T = "ep =   7.943282347242813E-004 ",
   5.30102999566398      -0.971797127893495     
 zone T = "ep =   6.309573444801930E-004 ",
   5.30102999566398       3.090602112825402E-002
 zone T = "ep =   5.011872336272724E-004 ",
   5.30102999566398       0.270346749492113     
 zone T = "ep =   3.981071705534973E-004 ",
   5.30102999566398       0.272120251905272     
 zone T = "ep =   3.162277660168379E-004 ",
   5.30102999566398       0.273559213858617     
 zone T = "ep =   2.511886431509580E-004 ",
   5.30102999566398       0.274721616330751     
 zone T = "ep =   1.995262314968879E-004 ",
   5.30102999566398       0.275657320863697     
 zone T = "ep =   1.584893192461114E-004 ",
   5.30102999566398       0.276408444604837     
 zone T = "ep =   1.258925411794167E-004 ",
   5.30102999566398       0.277010072193187     
 zone T = "ep =   1.000000000000000E-004 ",
   5.30102999566398       0.277491120684911     
 zone T = "ep =   7.943282347242821E-005 ",
   5.30102999566398       0.277875228807860     
 zone T = "ep =   6.309573444801931E-005 ",
   5.30102999566398       0.278181599250251     
 zone T = "ep =   5.011872336272724E-005 ",
   5.30102999566398       0.278425755590700     
 zone T = "ep =   3.981071705534969E-005 ",
   5.30102999566398       0.278620199399846     
 zone T = "ep =   3.162277660168380E-005 ",
   5.30102999566398       0.278774969543911     
 zone T = "ep =   2.511886431509582E-005 ",
   5.30102999566398       0.278898108580443     
 zone T = "ep =   1.995262314968879E-005 ",
   5.30102999566398       0.278996048092940     
 zone T = "ep =   1.584893192461114E-005 ",
   5.30102999566398       0.279073924153384     
 zone T = "ep =   1.258925411794166E-005 ",
   5.30102999566398       0.279135833859229     
 zone T = "ep =   1.000000000000000E-005 ",
   5.30102999566398       0.279185042161545     
 zone T = "ep =   7.943282347242822E-006 ",
   5.30102999566398       0.279224149937552     
 zone T = "ep =   6.309573444801930E-006 ",
   5.30102999566398       0.279255226924970     
 zone T = "ep =   5.011872336272724E-006 ",
   5.30102999566398       0.279279920248484     
 zone T = "ep =   3.981071705534969E-006 ",
   5.30102999566398       0.279299539922558     
 zone T = "ep =   3.162277660168380E-006 ",
   5.30102999566398       0.279315127588395     
 zone T = "ep =   2.511886431509582E-006 ",
   5.30102999566398       0.279327511411726     
 zone T = "ep =   1.995262314968879E-006 ",
   5.30102999566398       0.279337349412056     
 zone T = "ep =   1.584893192461114E-006 ",
   5.30102999566398       0.279345164784984     
 zone T = "ep =   1.258925411794166E-006 ",
   5.30102999566398       0.279351373272447     
 zone T = "ep =   1.000000000000000E-006 ",
   5.30102999566398       0.279356305174961     
 zone T = "ep =   7.943282347242822E-007 ",
   5.30102999566398       0.279360222928407     
 zone T = "ep =   6.309573444801930E-007 ",
   5.30102999566398       0.279363335026170     
 zone T = "ep =   5.011872336272725E-007 ",
   5.30102999566398       0.279365807135086     
 zone T = "ep =   3.981071705534969E-007 ",
   5.30102999566398       0.279367770852604     
 zone T = "ep =   3.162277660168379E-007 ",
   5.30102999566398       0.279369330721443     
 zone T = "ep =   2.511886431509582E-007 ",
