 zone T = "Var            1 : IMEX",
 0.00000E+00  0.48783E+01
-0.10000E+00  0.48681E+01
-0.20000E+00  0.48520E+01
-0.30000E+00  0.48402E+01
-0.40000E+00  0.48199E+01
-0.50000E+00  0.47921E+01
-0.60000E+00  0.47382E+01
-0.70000E+00  0.46313E+01
-0.80000E+00  0.44379E+01
-0.90000E+00  0.51650E+01
-0.10000E+01  0.49204E+01
-0.11000E+01  0.48548E+01
-0.12000E+01  0.48276E+01
-0.13000E+01  0.48132E+01
-0.14000E+01  0.48036E+01
-0.15000E+01  0.48288E+01
-0.16000E+01  0.49188E+01
-0.17000E+01  0.53922E+01
-0.18000E+01  0.47122E+01
-0.19000E+01  0.47037E+01
-0.20000E+01  0.47560E+01
-0.21000E+01  0.47706E+01
-0.22000E+01  0.48323E+01
-0.23000E+01  0.48981E+01
-0.24000E+01  0.49368E+01
-0.25000E+01  0.49605E+01
-0.26000E+01  0.49735E+01
-0.27000E+01  0.49741E+01
-0.28000E+01  0.49809E+01
-0.29000E+01  0.49892E+01
-0.30000E+01  0.49836E+01
-0.31000E+01  0.49874E+01
-0.32000E+01  0.49892E+01
-0.33000E+01  0.49948E+01
-0.34000E+01  0.49895E+01
-0.35000E+01  0.49894E+01
-0.36000E+01  0.49883E+01
-0.37000E+01  0.50018E+01
-0.38000E+01  0.49888E+01
-0.39000E+01  0.49956E+01
-0.40000E+01  0.49966E+01
-0.41000E+01  0.49961E+01
-0.42000E+01  0.49978E+01
-0.43000E+01  0.50016E+01
-0.44000E+01  0.49979E+01
-0.45000E+01  0.49948E+01
-0.46000E+01  0.49845E+01
-0.47000E+01  0.49962E+01
-0.48000E+01  0.49923E+01
-0.49000E+01  0.49981E+01
-0.50000E+01  0.49927E+01
-0.51000E+01  0.50008E+01
-0.52000E+01  0.49902E+01
-0.53000E+01  0.49882E+01
-0.54000E+01  0.49889E+01
-0.55000E+01  0.49970E+01
-0.56000E+01  0.49904E+01
-0.57000E+01  0.50019E+01
-0.58000E+01  0.49990E+01
-0.59000E+01  0.49893E+01
-0.60000E+01  0.49941E+01
-0.61000E+01  0.49938E+01
-0.62000E+01  0.49884E+01
-0.63000E+01  0.49960E+01
-0.64000E+01  0.49991E+01
-0.65000E+01  0.50043E+01
-0.66000E+01  0.49841E+01
-0.67000E+01  0.50034E+01
-0.68000E+01  0.49965E+01
-0.69000E+01  0.50040E+01
-0.70000E+01  0.49933E+01
-0.71000E+01  0.49891E+01
-0.72000E+01  0.50059E+01
-0.73000E+01  0.49990E+01
-0.74000E+01  0.49958E+01
-0.75000E+01  0.49948E+01
-0.76000E+01  0.49956E+01
-0.77000E+01  0.50035E+01
-0.78000E+01  0.50019E+01
-0.79000E+01  0.49950E+01
-0.80000E+01  0.49976E+01
 zone T = "Var            1 : Predicted",
 0.00000E+00  0.84936E+00
-0.10000E+00  0.84530E+00
-0.20000E+00  0.83984E+00
-0.30000E+00  0.83227E+00
-0.40000E+00  0.82128E+00
-0.50000E+00  0.80353E+00
-0.60000E+00  0.75197E+00
-0.70000E+00  0.76678E+00
-0.80000E+00  0.76284E+00
-0.90000E+00  0.74666E+00
-0.10000E+01  0.73744E+00
-0.11000E+01  0.75522E+00
-0.12000E+01  0.75573E+00
-0.13000E+01  0.74203E+00
-0.14000E+01  0.72274E+00
-0.15000E+01  0.68924E+00
-0.16000E+01  0.61865E+00
-0.17000E+01  0.42574E+00
-0.18000E+01  0.56251E+00
-0.19000E+01  0.64330E+00
-0.20000E+01  0.69369E+00
-0.21000E+01  0.73293E+00
-0.22000E+01  0.76534E+00
-0.23000E+01  0.79252E+00
-0.24000E+01  0.81211E+00
-0.25000E+01  0.83219E+00
-0.26000E+01  0.84874E+00
-0.27000E+01  0.86226E+00
-0.28000E+01  0.87322E+00
-0.29000E+01  0.88205E+00
-0.30000E+01  0.88913E+00
-0.31000E+01  0.89478E+00
-0.32000E+01  0.89929E+00
-0.33000E+01  0.90287E+00
-0.34000E+01  0.90572E+00
-0.35000E+01  0.90799E+00
-0.36000E+01  0.90979E+00
-0.37000E+01  0.91122E+00
-0.38000E+01  0.91235E+00
-0.39000E+01  0.91325E+00
-0.40000E+01  0.91397E+00
-0.41000E+01  0.91454E+00
-0.42000E+01  0.91499E+00
-0.43000E+01  0.91535E+00
-0.44000E+01  0.91564E+00
-0.45000E+01  0.91586E+00
-0.46000E+01  0.91605E+00
-0.47000E+01  0.91619E+00
-0.48000E+01  0.91630E+00
-0.49000E+01  0.91639E+00
-0.50000E+01  0.91646E+00
-0.51000E+01  0.91652E+00
-0.52000E+01  0.91657E+00
-0.53000E+01  0.91660E+00
-0.54000E+01  0.91663E+00
-0.55000E+01  0.91665E+00
-0.56000E+01  0.91667E+00
-0.57000E+01  0.91669E+00
-0.58000E+01  0.91670E+00
-0.59000E+01  0.91671E+00
-0.60000E+01  0.91671E+00
-0.61000E+01  0.91672E+00
-0.62000E+01  0.91672E+00
-0.63000E+01  0.91673E+00
-0.64000E+01  0.91673E+00
-0.65000E+01  0.91673E+00
-0.66000E+01  0.91673E+00
-0.67000E+01  0.91674E+00
-0.68000E+01  0.91674E+00
-0.69000E+01  0.91674E+00
-0.70000E+01  0.91674E+00
-0.71000E+01  0.91674E+00
-0.72000E+01  0.91674E+00
-0.73000E+01  0.91674E+00
-0.74000E+01  0.91674E+00
-0.75000E+01  0.91674E+00
-0.76000E+01  0.91674E+00
-0.77000E+01  0.91674E+00
-0.78000E+01  0.91674E+00
-0.79000E+01  0.91674E+00
-0.80000E+01  0.91674E+00
 zone T = "Var            2 : IMEX",
 0.00000E+00  0.56082E+01
