 zone T = "Var            1 : IMEX",
 0.00000E+00  0.10877E+01
-0.10000E+00  0.10970E+01
-0.20000E+00  0.10980E+01
-0.30000E+00  0.10827E+01
-0.40000E+00  0.10592E+01
-0.50000E+00  0.10656E+01
-0.60000E+00  0.12675E+01
-0.70000E+00  0.85801E+00
-0.80000E+00  0.88405E+00
-0.90000E+00  0.93782E+00
-0.10000E+01  0.95919E+00
-0.11000E+01  0.96965E+00
-0.12000E+01  0.97570E+00
-0.13000E+01  0.97940E+00
-0.14000E+01  0.98163E+00
-0.15000E+01  0.98284E+00
-0.16000E+01  0.98337E+00
-0.17000E+01  0.98343E+00
-0.18000E+01  0.98321E+00
-0.19000E+01  0.98284E+00
-0.20000E+01  0.98241E+00
-0.21000E+01  0.98199E+00
-0.22000E+01  0.98159E+00
-0.23000E+01  0.98125E+00
-0.24000E+01  0.98095E+00
-0.25000E+01  0.98070E+00
-0.26000E+01  0.98050E+00
-0.27000E+01  0.98033E+00
-0.28000E+01  0.98020E+00
-0.29000E+01  0.98010E+00
-0.30000E+01  0.98002E+00
-0.31000E+01  0.97996E+00
-0.32000E+01  0.97991E+00
-0.33000E+01  0.97988E+00
-0.34000E+01  0.97985E+00
-0.35000E+01  0.97983E+00
-0.36000E+01  0.97982E+00
-0.37000E+01  0.97981E+00
-0.38000E+01  0.97980E+00
-0.39000E+01  0.97980E+00
-0.40000E+01  0.97979E+00
-0.41000E+01  0.97979E+00
-0.42000E+01  0.97979E+00
-0.43000E+01  0.97979E+00
-0.44000E+01  0.97979E+00
-0.45000E+01  0.97979E+00
-0.46000E+01  0.97979E+00
-0.47000E+01  0.97979E+00
-0.48000E+01  0.97979E+00
-0.49000E+01  0.97979E+00
-0.50000E+01  0.97979E+00
-0.51000E+01  0.97979E+00
-0.52000E+01  0.97979E+00
-0.53000E+01  0.97979E+00
-0.54000E+01  0.97979E+00
-0.55000E+01  0.97979E+00
-0.56000E+01  0.97979E+00
-0.57000E+01  0.97979E+00
-0.58000E+01  0.97979E+00
-0.59000E+01  0.97979E+00
-0.60000E+01  0.97979E+00
-0.61000E+01  0.97979E+00
-0.62000E+01  0.97979E+00
-0.63000E+01  0.97979E+00
-0.64000E+01  0.97979E+00
-0.65000E+01  0.97979E+00
-0.66000E+01  0.97979E+00
-0.67000E+01  0.97979E+00
-0.68000E+01  0.97979E+00
-0.69000E+01  0.97979E+00
-0.70000E+01  0.97979E+00
-0.71000E+01  0.97979E+00
-0.72000E+01  0.97979E+00
-0.73000E+01  0.97979E+00
-0.74000E+01  0.97979E+00
-0.75000E+01  0.97979E+00
-0.76000E+01  0.97979E+00
-0.77000E+01  0.97979E+00
-0.78000E+01  0.97979E+00
-0.79000E+01  0.97979E+00
-0.80000E+01  0.97979E+00
 zone T = "Var            1 : Predicted",
 0.00000E+00  0.10135E+01
-0.10000E+00  0.10037E+01
-0.20000E+00  0.99040E+00
-0.30000E+00  0.97190E+00
-0.40000E+00  0.94494E+00
-0.50000E+00  0.89605E+00
-0.60000E+00  0.84697E+00
-0.70000E+00  0.82887E+00
-0.80000E+00  0.82738E+00
-0.90000E+00  0.83636E+00
-0.10000E+01  0.85203E+00
-0.11000E+01  0.87225E+00
-0.12000E+01  0.89529E+00
-0.13000E+01  0.91976E+00
-0.14000E+01  0.94442E+00
-0.15000E+01  0.96818E+00
-0.16000E+01  0.99011E+00
-0.17000E+01  0.10095E+01
-0.18000E+01  0.10257E+01
-0.19000E+01  0.10383E+01
-0.20000E+01  0.10472E+01
-0.21000E+01  0.10523E+01
-0.22000E+01  0.10534E+01
-0.23000E+01  0.10508E+01
-0.24000E+01  0.10444E+01
-0.25000E+01  0.10344E+01
-0.26000E+01  0.10209E+01
-0.27000E+01  0.10042E+01
-0.28000E+01  0.98437E+00
-0.29000E+01  0.96154E+00
-0.30000E+01  0.93586E+00
-0.31000E+01  0.90745E+00
-0.32000E+01  0.87635E+00
-0.33000E+01  0.84259E+00
-0.34000E+01  0.80608E+00
-0.35000E+01  0.76664E+00
-0.36000E+01  0.72387E+00
-0.37000E+01  0.67709E+00
-0.38000E+01  0.62505E+00
-0.39000E+01  0.56528E+00
-0.40000E+01  0.49139E+00
-0.41000E+01  0.38793E+00
-0.42000E+01  0.31140E+00
-0.43000E+01  0.25118E+00
-0.44000E+01  0.20141E+00
-0.45000E+01  0.15997E+00
-0.46000E+01  0.12572E+00
-0.47000E+01  0.97807E-01
-0.48000E+01  0.75475E-01
-0.49000E+01  0.57957E-01
-0.50000E+01  0.44474E-01
-0.51000E+01  0.34264E-01
-0.52000E+01  0.26626E-01
-0.53000E+01  0.20955E-01
-0.54000E+01  0.16757E-01
-0.55000E+01  0.13647E-01
-0.56000E+01  0.11333E-01
-0.57000E+01  0.96035E-02
-0.58000E+01  0.83013E-02
-0.59000E+01  0.73144E-02
-0.60000E+01  0.65614E-02
-0.61000E+01  0.59832E-02
-0.62000E+01  0.55369E-02
-0.63000E+01  0.51905E-02
-0.64000E+01  0.49206E-02
-0.65000E+01  0.47096E-02
-0.66000E+01  0.45441E-02
-0.67000E+01  0.44140E-02
-0.68000E+01  0.43115E-02
-0.69000E+01  0.42307E-02
-0.70000E+01  0.41667E-02
-0.71000E+01  0.41162E-02
-0.72000E+01  0.40762E-02
-0.73000E+01  0.40445E-02
-0.74000E+01  0.40194E-02
-0.75000E+01  0.39995E-02
-0.76000E+01  0.39837E-02
-0.77000E+01  0.39711E-02
-0.78000E+01  0.39612E-02
-0.79000E+01  0.39533E-02
-0.80000E+01  0.39470E-02
 zone T = "Var            2 : IMEX",
 0.00000E+00  0.10451E+01
-0.10000E+00  0.10728E+01
-0.20000E+00  0.10943E+01
-0.30000E+00  0.11122E+01
-0.40000E+00  0.11295E+01
-0.50000E+00  0.11657E+01
-0.60000E+00  0.12441E+01
-0.70000E+00  0.91381E+00
-0.80000E+00  0.87090E+00
-0.90000E+00  0.96769E+00
-0.10000E+01  0.99144E+00
-0.11000E+01  0.10017E+01
-0.12000E+01  0.10069E+01
-0.13000E+01  0.10091E+01
-0.14000E+01  0.10089E+01
-0.15000E+01  0.10068E+01
-0.16000E+01  0.10029E+01
-0.17000E+01  0.99780E+00
-0.18000E+01  0.99192E+00
-0.19000E+01  0.98583E+00
-0.20000E+01  0.97994E+00
-0.21000E+01  0.97443E+00
-0.22000E+01  0.96921E+00
-0.23000E+01  0.96393E+00
-0.24000E+01  0.95741E+00
-0.25000E+01  0.94686E+00
-0.26000E+01  0.95246E+00
-0.27000E+01  0.95187E+00
